27-02-2020 23.55;;11,395;MWh;338,374;M3;12432;h;63,5;c;34;c;1,6;kW;47;l/h;0;;0;;24,611;MWh;13,216;MWh;0;;0;;212;d;IZAR Plus Portal
27-02-2020 23.31;;13,152;MWh;725,502;M3;11736;h;63,7;c;50,5;c;0,9;kW;57;l/h;0;;0;;52,482;MWh;39,33;MWh;0;;0;;241;d;IZAR Plus Portal
27-02-2020 23.50;;2,124;MWh;75,589;M3;3552;h;55,8;c;28,2;c;0,2;kW;7;l/h;0;;0;;4,996;MWh;2,872;MWh;0;;0;;417;d;IZAR Plus Portal
27-02-2020 23.51;;10,519;MWh;315,717;M3;12168;h;63,4;c;35,4;c;1,9;kW;59;l/h;0;;0;;22,065;MWh;11,545;MWh;0;;0;;223;d;IZAR Plus Portal
27-02-2020 23.59;;12,804;MWh;383,281;M3;14328;h;61,6;c;26,3;c;1,3;kW;33;l/h;0;;0;;26,193;MWh;13,389;MWh;0;;0;;133;d;IZAR Plus Portal
27-02-2020 23.59;;10,823;MWh;373,154;M3;14136;h;30,3;c;20,8;c;0;kW;0;l/h;0;;0;;27,049;MWh;16,225;MWh;0;;0;;141;d;IZAR Plus Portal
27-02-2020 23.57;;12,902;MWh;372;M3;13104;h;61,5;c;26,5;c;2,2;kW;56;l/h;0;;0;;25,704;MWh;12,801;MWh;0;;0;;184;d;IZAR Plus Portal
27-02-2020 23.57;;12,141;MWh;379,716;M3;11760;h;53,6;c;25,4;c;0,8;kW;24;l/h;0;;0;;25,4;MWh;13,259;MWh;0;;0;;240;d;IZAR Plus Portal
27-02-2020 23.16;;4,776;MWh;194,601;M3;3192;h;64,9;c;49;c;2,1;kW;119;l/h;0;;0;;14,09;MWh;9,313;MWh;0;;0;;417;d;IZAR Plus Portal
27-02-2020 23.50;;13,463;MWh;489,988;M3;14112;h;56,5;c;25,3;c;1,6;kW;44;l/h;0;;0;;31,202;MWh;17,738;MWh;0;;0;;142;d;IZAR Plus Portal
27-02-2020 23.59;;11,13;MWh;480,407;M3;10008;h;64;c;50,8;c;2,7;kW;182;l/h;0;;0;;33,746;MWh;22,616;MWh;0;;0;;313;d;IZAR Plus Portal
27-02-2020 23.59;;3,391;MWh;130,63;M3;3744;h;63,3;c;62,5;c;0;kW;49;l/h;0;;0;;9,331;MWh;5,939;MWh;0;;0;;417;d;IZAR Plus Portal
27-02-2020 23.58;;13,951;MWh;604,484;M3;11640;h;64,6;c;53,1;c;1,9;kW;148;l/h;0;;0;;44,601;MWh;30,651;MWh;0;;0;;245;d;IZAR Plus Portal
